idx,seed,dataset,acc,esp_acc
4470,888,cifar10,90.75,90.37
3424,888,cifar10,93.48,93.17
4491,999,cifar10,92.03,91.82
3789,888,cifar10,82.13,77.07
4036,888,cifar10,88.92,85.02
4236,777,cifar10,88.65,87.95
3130,999,cifar10,84.27,80.33
4371,999,cifar10,85.26,79.39
2932,888,cifar10,89.93,88.95
4102,777,cifar10,93.31,93.18
2913,777,cifar10,51.61,10.00
4457,888,cifar10,92.14,54.69
3803,888,cifar10,93.58,93.18
3641,777,cifar10,82.63,79.19
4258,777,cifar10,92.62,92.43
3754,888,cifar10,92.30,92.31
2922,888,cifar10,75.29,11.18
4248,999,cifar10,85.72,52.98
4270,888,cifar10,79.09,37.17
3199,777,cifar10,89.06,86.11
3221,777,cifar10,68.67,45.41
4182,888,cifar10,92.31,92.19
3522,999,cifar10,91.07,89.80
3700,777,cifar10,92.11,91.51
3323,888,cifar10,75.50,13.87
3629,777,cifar10,82.49,77.86
4526,999,cifar10,79.94,20.36
3210,777,cifar10,76.02,65.16
3777,777,cifar10,85.04,43.53
3533,999,cifar10,91.99,91.76
4327,999,cifar10,89.38,88.36
3827,888,cifar10,89.48,86.60
3412,999,cifar10,91.38,88.24
3142,888,cifar10,84.61,38.43
4316,888,cifar10,88.80,88.39
3923,777,cifar10,91.07,89.62
4502,777,cifar10,83.85,24.83
3163,888,cifar10,75.88,65.75
4282,777,cifar10,88.59,23.54
4337,999,cifar10,86.61,12.41
3151,888,cifar10,90.87,90.24
3302,888,cifar10,89.65,26.49
3956,999,cifar10,10.00,10.00
3187,999,cifar10,75.63,13.54
3894,999,cifar10,83.91,83.77
4383,999,cifar10,91.47,71.03
4360,888,cifar10,86.59,84.59
4396,999,cifar10,80.31,48.42
3711,777,cifar10,92.35,92.13
3563,999,cifar10,89.89,89.03
3175,999,cifar10,92.34,91.92
4001,777,cifar10,81.95,67.83
3722,888,cifar10,90.84,88.25
3768,999,cifar10,87.16,71.09
4146,777,cifar10,88.38,82.16
4168,888,cifar10,90.92,90.59
3242,777,cifar10,87.95,83.87
4113,777,cifar10,92.37,92.03
4068,999,cifar10,88.59,23.54
3573,888,cifar10,88.48,73.73
4192,888,cifar10,92.76,91.58
3816,777,cifar10,92.29,92.20
3966,999,cifar10,89.14,81.77
4348,777,cifar10,80.23,65.16
3231,888,cifar10,80.24,50.42
3098,888,cifar10,91.93,91.04
3468,888,cifar10,90.01,15.46
3945,777,cifar10,88.62,88.42
4537,777,cifar10,89.30,47.98
3503,888,cifar10,92.17,92.04
4513,777,cifar10,93.32,93.26
4089,888,cifar10,77.62,10.53
3731,888,cifar10,94.41,94.15
3616,888,cifar10,79.65,34.43
3313,888,cifar10,78.76,10.00
3839,777,cifar10,80.37,38.39
4294,777,cifar10,90.05,89.21
3434,888,cifar10,92.80,92.71
3859,777,cifar10,92.25,91.98
3552,888,cifar10,91.76,90.92
3584,999,cifar10,75.63,60.14
3595,999,cifar10,90.36,76.52
3655,777,cifar10,92.65,92.50
4157,777,cifar10,86.16,81.47
4409,999,cifar10,90.33,89.89
2944,777,cifar10,92.81,73.24
4420,888,cifar10,90.79,88.86
3912,999,cifar10,91.92,91.43
3277,777,cifar10,92.60,92.44
3493,777,cifar10,90.40,11.38
4444,888,cifar10,91.78,52.45
4431,888,cifar10,92.04,91.33
3745,777,cifar10,93.23,93.11
4027,777,cifar10,77.76,39.43
3667,777,cifar10,92.01,91.46
4047,888,cifar10,92.02,91.69
4123,777,cifar10,92.48,92.21
3378,888,cifar10,90.90,89.47
4304,777,cifar10,89.05,10.97
3677,888,cifar10,91.96,90.73
3882,777,cifar10,92.80,41.65
4549,777,cifar10,70.31,13.57
3512,999,cifar10,89.12,10.03
3293,888,cifar10,89.64,84.44
4203,777,cifar10,92.98,92.63
3344,888,cifar10,92.51,92.22
4491,777,cifar10,92.14,91.97
4079,888,cifar10,92.40,91.94
4480,888,cifar10,69.89,13.53
3641,888,cifar10,81.97,76.35
3255,777,cifar10,93.95,93.71
3389,888,cifar10,92.46,92.16
3354,777,cifar10,90.55,90.12
4135,777,cifar10,93.19,93.16
4224,888,cifar10,82.69,74.59
3790,777,cifar10,87.97,77.84
3894,777,cifar10,84.20,83.37
4214,777,cifar10,92.42,92.13
4327,777,cifar10,90.19,89.20
3401,999,cifar10,92.17,91.42
3933,999,cifar10,92.58,92.57
4183,999,cifar10,88.54,86.42
4526,777,cifar10,79.85,72.77
3130,777,cifar10,85.42,78.89
2913,888,cifar10,53.38,10.00
3850,777,cifar10,89.29,86.01
3871,777,cifar10,91.62,91.32
3903,777,cifar10,91.75,91.24
3267,999,cifar10,92.33,91.64
2933,999,cifar10,92.25,92.02
3543,777,cifar10,91.47,89.89
4318,999,cifar10,87.60,72.72
3607,999,cifar10,93.06,93.03
4056,888,cifar10,91.83,91.17
4248,777,cifar10,85.25,60.22
3121,888,cifar10,93.21,92.90
3975,777,cifar10,92.37,92.20
4236,888,cifar10,88.35,86.26
3221,888,cifar10,68.30,40.44
3199,888,cifar10,88.76,86.56
3804,777,cifar10,89.09,85.34
3522,777,cifar10,90.58,88.86
4371,777,cifar10,84.87,81.73
3210,888,cifar10,76.10,66.44
3777,888,cifar10,85.12,60.54
3828,777,cifar10,88.46,87.70
2923,999,cifar10,82.73,72.82
3152,999,cifar10,89.91,88.61
4471,777,cifar10,91.44,90.38
3629,888,cifar10,80.90,74.18
3412,777,cifar10,90.81,88.99
4459,777,cifar10,90.06,88.97
3700,888,cifar10,92.19,91.36
3143,999,cifar10,87.69,81.35
4282,888,cifar10,88.33,10.55
3755,777,cifar10,92.08,91.65
3187,777,cifar10,75.96,20.42
3563,777,cifar10,89.84,88.75
4603,777,cifar10,86.57,86.46
4146,888,cifar10,87.80,78.25
4068,777,cifar10,89.27,8.17
4013,999,cifar10,93.52,93.54
3723,777,cifar10,76.09,19.64
4102,888,cifar10,93.29,93.14
3768,777,cifar10,86.67,63.71
3923,888,cifar10,91.02,89.52
3956,777,cifar10,10.00,10.00
3165,999,cifar10,90.86,89.32
4502,888,cifar10,84.02,43.95
4271,777,cifar10,92.20,91.74
3990,888,cifar10,92.89,92.86
3574,999,cifar10,90.14,88.65
4169,999,cifar10,74.10,23.95
3839,888,cifar10,79.65,49.27
4396,777,cifar10,79.86,18.63
4560,777,cifar10,92.01,91.75
4383,777,cifar10,91.18,66.61
3242,888,cifar10,88.21,85.90
4037,777,cifar10,93.24,92.95
3894,888,cifar10,84.38,83.33
4571,777,cifar10,92.82,92.17
3553,999,cifar10,10.00,10.00
3859,888,cifar10,91.88,91.63
4258,888,cifar10,92.75,92.59
4337,777,cifar10,86.89,34.34
4421,999,cifar10,87.95,86.06
4001,888,cifar10,81.91,64.13
4048,999,cifar10,88.88,88.59
4481,777,cifar10,86.72,18.16
3435,999,cifar10,91.93,91.66
3303,777,cifar10,88.97,88.54
4348,888,cifar10,81.34,63.11
4294,888,cifar10,90.12,89.36
4537,888,cifar10,90.21,31.06
3584,777,cifar10,75.80,62.75
3816,888,cifar10,92.45,92.19
4615,999,cifar10,88.54,86.42
4432,999,cifar10,90.55,90.43
4327,888,cifar10,89.59,88.58
4361,999,cifar10,93.86,93.81
3617,999,cifar10,92.27,91.93
3966,777,cifar10,89.38,84.00
4409,777,cifar10,90.68,90.57
3232,999,cifar10,89.10,21.58
3533,777,cifar10,92.83,92.23
4113,888,cifar10,92.26,91.92
3945,888,cifar10,88.70,87.63
4491,888,cifar10,92.09,91.79
4592,999,cifar10,92.39,91.37
4157,888,cifar10,86.36,77.04
3711,888,cifar10,91.99,90.85
3469,777,cifar10,91.77,91.61
3595,777,cifar10,89.91,74.79
4526,888,cifar10,79.26,65.05
4582,777,cifar10,89.47,22.18
4446,999,cifar10,86.34,78.54
3678,777,cifar10,93.44,93.40
4027,888,cifar10,77.21,19.91
4183,777,cifar10,88.40,86.33
3745,888,cifar10,92.40,92.14
4513,888,cifar10,93.33,92.92
4318,777,cifar10,87.16,79.21
4090,777,cifar10,92.00,89.81
3790,888,cifar10,87.38,79.76
3175,777,cifar10,92.36,91.86
3732,777,cifar10,92.21,74.46
4225,777,cifar10,80.62,75.74
4123,888,cifar10,92.70,92.41
3277,888,cifar10,92.49,92.36
3912,777,cifar10,92.22,91.57
4193,777,cifar10,92.91,92.09
3512,777,cifar10,89.39,20.63
4549,888,cifar10,70.29,11.82
3222,999,cifar10,89.11,88.98
3130,888,cifar10,85.51,82.30
2944,888,cifar10,92.29,69.29
4603,888,cifar10,86.54,85.64
3642,999,cifar10,93.08,92.86
3255,888,cifar10,93.88,93.62
4214,888,cifar10,92.53,92.43
4629,777,cifar10,91.19,89.75
3401,777,cifar10,92.37,91.97
3152,777,cifar10,89.67,88.98
4640,777,cifar10,89.30,79.26
3828,888,cifar10,88.09,86.27
3850,888,cifar10,88.94,85.96
4248,888,cifar10,86.88,68.34
3655,888,cifar10,92.82,92.87
2933,777,cifar10,92.24,91.68
4653,777,cifar10,92.07,91.60
3493,888,cifar10,90.07,34.23
3522,888,cifar10,91.35,89.61
3630,999,cifar10,88.42,85.37
4057,777,cifar10,89.09,46.51
4304,888,cifar10,88.92,9.98
3778,999,cifar10,92.20,92.03
3354,888,cifar10,90.56,88.64
4068,888,cifar10,88.80,10.01
3804,888,cifar10,89.69,86.84
3563,888,cifar10,89.62,88.47
3667,888,cifar10,92.32,91.82
3543,888,cifar10,91.16,89.90
3187,888,cifar10,75.76,20.92
4203,888,cifar10,92.53,91.87
4135,888,cifar10,93.32,92.81
3243,999,cifar10,79.59,49.32
3412,888,cifar10,91.30,89.24
4371,888,cifar10,84.51,79.58
3924,999,cifar10,89.51,89.02
3212,999,cifar10,87.08,14.12
2923,777,cifar10,83.60,72.28
3723,888,cifar10,75.40,16.64
3768,888,cifar10,87.11,47.54
3143,777,cifar10,87.79,81.40
3701,999,cifar10,91.62,89.90
4283,777,cifar10,92.53,92.87
4664,777,cifar10,91.16,90.49
3882,888,cifar10,93.14,67.35
3871,888,cifar10,92.06,91.71
3574,777,cifar10,89.75,88.91
4481,888,cifar10,86.25,23.52
4080,777,cifar10,92.15,92.08
3975,888,cifar10,92.28,92.00
3267,777,cifar10,92.69,92.25
4169,777,cifar10,71.17,52.17
3956,888,cifar10,10.00,10.00
4048,777,cifar10,89.20,88.66
3553,777,cifar10,10.00,10.00
3991,999,cifar10,91.35,90.05
4421,777,cifar10,88.06,84.71
4158,999,cifar10,62.91,10.07
3933,777,cifar10,92.82,92.25
3903,888,cifar10,92.59,92.06
4471,888,cifar10,92.02,90.75
3607,777,cifar10,92.98,92.69
3165,777,cifar10,91.09,89.35
4396,888,cifar10,78.44,10.00
3895,777,cifar10,92.01,92.06
4459,888,cifar10,90.40,89.17
4492,999,cifar10,10.00,10.00
3755,888,cifar10,92.51,91.99
4675,777,cifar10,89.12,88.81
4103,777,cifar10,89.66,81.91
4350,999,cifar10,90.93,90.67
3200,999,cifar10,91.01,90.48
4615,777,cifar10,88.40,86.33
4147,777,cifar10,89.45,75.10
4383,888,cifar10,90.95,74.06
4237,999,cifar10,94.46,94.25
3840,999,cifar10,10.00,10.00
3435,777,cifar10,92.36,91.98
3860,777,cifar10,92.94,92.73
4002,999,cifar10,92.23,92.18
4295,999,cifar10,88.42,10.03
3946,999,cifar10,88.89,85.01
4432,777,cifar10,90.74,90.57
3584,888,cifar10,75.73,65.27
4271,888,cifar10,91.64,91.58
4318,888,cifar10,87.02,80.21
4260,777,cifar10,90.62,88.90
4028,777,cifar10,86.83,21.45
4328,999,cifar10,88.49,88.23
4183,888,cifar10,89.15,86.43
4527,777,cifar10,88.79,88.47
3713,777,cifar10,88.52,10.00
4686,999,cifar10,86.29,85.74
4409,888,cifar10,90.77,90.13
3617,777,cifar10,92.52,92.22
4337,888,cifar10,87.37,16.40
4538,777,cifar10,88.59,13.55
4013,777,cifar10,93.14,93.02
3278,999,cifar10,88.65,85.77
4514,777,cifar10,81.22,19.61
3222,777,cifar10,89.12,88.67
4115,777,cifar10,80.30,27.11
4571,888,cifar10,93.03,92.56
4249,777,cifar10,89.66,89.07
3678,888,cifar10,93.03,93.15
3303,888,cifar10,88.66,88.43
3152,888,cifar10,89.49,88.91
3595,888,cifar10,90.05,72.37
4560,888,cifar10,91.99,91.92
3232,777,cifar10,89.29,30.02
4592,777,cifar10,92.34,92.03
4503,777,cifar10,89.45,79.07
4446,777,cifar10,86.79,83.24
3966,888,cifar10,89.69,84.00
3564,999,cifar10,75.87,63.33
4225,888,cifar10,78.89,64.47
3791,777,cifar10,87.84,10.03
4361,777,cifar10,93.79,93.55
3243,777,cifar10,79.93,49.16
4037,888,cifar10,92.94,92.49
3817,777,cifar10,91.67,90.20
3630,777,cifar10,86.84,80.52
3469,888,cifar10,92.32,91.97
4582,888,cifar10,89.35,28.04
4204,777,cifar10,80.60,20.52
3131,999,cifar10,92.43,91.72
3778,777,cifar10,92.00,91.94
4158,777,cifar10,61.37,10.00
3512,888,cifar10,89.72,29.44
2933,888,cifar10,92.56,92.07
4090,888,cifar10,92.28,91.73
3656,999,cifar10,88.19,81.79
3401,888,cifar10,92.23,91.74
3642,777,cifar10,93.23,93.05
4706,999,cifar10,81.28,35.09
3256,999,cifar10,93.35,82.40
4057,888,cifar10,88.81,59.47
3924,777,cifar10,89.70,88.84
3829,999,cifar10,92.02,91.87
3912,888,cifar10,92.12,91.62
4482,999,cifar10,88.93,85.98
4124,777,cifar10,91.27,90.96
4215,777,cifar10,90.60,85.23
2945,999,cifar10,91.33,89.74
4048,888,cifar10,89.16,88.71
4629,888,cifar10,91.21,88.64
3732,888,cifar10,91.97,64.38
3724,777,cifar10,89.94,89.58
3574,888,cifar10,90.16,89.15
4492,777,cifar10,10.00,10.00
4716,999,cifar10,89.37,86.11
4640,888,cifar10,89.82,78.53
3533,888,cifar10,92.34,92.27
3523,999,cifar10,86.86,36.29
4653,888,cifar10,91.80,91.02
4421,888,cifar10,88.36,82.15
3553,888,cifar10,10.00,10.00
3544,999,cifar10,85.93,63.00
4169,888,cifar10,73.23,43.98
3143,888,cifar10,87.98,81.76
3701,777,cifar10,91.27,89.70
3189,999,cifar10,89.71,74.28
4283,888,cifar10,92.76,92.52
3884,999,cifar10,92.11,91.63
2923,888,cifar10,81.49,75.55
3175,888,cifar10,92.01,91.61
4615,888,cifar10,88.89,84.96
3851,777,cifar10,92.53,91.52
3212,777,cifar10,86.87,23.61
4751,999,cifar10,89.26,87.75
4350,777,cifar10,91.51,91.13
4136,777,cifar10,92.51,92.18
4305,999,cifar10,90.91,88.31
4193,888,cifar10,92.97,92.16
4550,777,cifar10,92.65,92.46
3946,777,cifar10,88.80,84.39
3991,777,cifar10,90.97,88.65
3895,888,cifar10,91.84,91.62
4372,999,cifar10,92.37,91.28
4761,999,cifar10,93.34,93.25
4726,999,cifar10,92.15,90.40
3165,888,cifar10,91.26,89.46
4028,888,cifar10,86.70,32.16
3756,777,cifar10,89.74,88.77
4295,777,cifar10,88.68,10.47
3435,888,cifar10,92.09,91.68
4604,777,cifar10,93.28,34.77
4319,999,cifar10,75.82,64.05
4002,777,cifar10,92.16,91.98
4738,999,cifar10,92.27,92.11
3976,999,cifar10,89.63,85.53
4069,777,cifar10,92.49,92.39
4432,888,cifar10,90.83,90.27
4664,888,cifar10,91.20,90.42
4410,999,cifar10,87.10,54.23
3904,999,cifar10,91.69,47.13
3860,888,cifar10,92.70,92.31
4472,777,cifar10,92.80,92.46
4696,999,cifar10,92.84,92.81
3957,999,cifar10,88.80,85.67
3840,777,cifar10,10.00,10.00
4397,999,cifar10,91.75,91.45
4686,777,cifar10,86.61,86.37
4103,888,cifar10,89.95,82.88
4527,888,cifar10,88.32,87.50
4249,888,cifar10,89.83,89.21
3222,888,cifar10,88.79,88.18
4273,777,cifar10,84.87,81.73
3278,777,cifar10,88.40,86.33
3564,777,cifar10,75.73,64.13
3713,888,cifar10,88.56,13.06
3267,888,cifar10,92.34,91.96
4328,777,cifar10,88.98,88.66
4147,888,cifar10,89.60,87.68
3243,888,cifar10,79.54,63.93
4385,999,cifar10,94.03,93.82
4158,888,cifar10,61.67,10.23
4462,777,cifar10,90.87,90.74
4514,888,cifar10,82.90,20.58
3585,999,cifar10,81.33,69.30
4260,888,cifar10,90.23,87.52
4080,888,cifar10,92.06,91.88
3607,888,cifar10,93.16,92.91
3617,888,cifar10,92.85,92.58
4038,999,cifar10,90.20,89.68
3933,888,cifar10,92.88,92.29
3200,777,cifar10,91.64,90.85
3596,999,cifar10,87.76,18.02
3630,888,cifar10,87.76,82.78
4675,888,cifar10,89.21,88.59
4115,888,cifar10,79.37,19.42
4538,888,cifar10,89.41,13.98
4237,777,cifar10,94.05,93.90
4786,999,cifar10,92.14,92.02
4492,888,cifar10,10.00,10.00
4204,888,cifar10,79.68,25.42
4810,777,cifar10,90.36,89.63
4821,999,cifar10,92.42,92.17
4338,999,cifar10,91.16,90.05
4482,777,cifar10,89.19,86.18
4446,888,cifar10,86.36,82.90
3791,888,cifar10,85.85,10.00
4773,999,cifar10,91.30,89.46
3924,888,cifar10,89.80,89.42
4572,777,cifar10,93.01,92.86
4592,888,cifar10,92.31,91.47
3778,888,cifar10,92.03,91.89
3232,888,cifar10,89.06,17.71
3534,999,cifar10,87.01,78.87
3724,888,cifar10,89.09,88.97
4706,777,cifar10,81.58,40.91
4172,999,cifar10,88.59,23.54
4058,777,cifar10,88.63,11.62
3144,999,cifar10,80.26,46.19
4226,777,cifar10,90.97,13.87
3656,777,cifar10,87.86,80.39
4561,777,cifar10,88.52,87.96
4184,777,cifar10,93.53,93.53
3153,999,cifar10,90.12,88.84
3131,777,cifar10,92.05,91.53
3513,999,cifar10,85.72,21.39
4716,777,cifar10,89.41,86.67
4013,888,cifar10,93.13,92.97
3946,888,cifar10,88.90,86.11
4361,888,cifar10,93.59,93.64
4835,999,cifar10,92.03,91.82
3829,777,cifar10,92.21,92.31
3256,777,cifar10,93.09,87.32
3642,888,cifar10,92.47,92.55
4800,777,cifar10,93.77,93.43
3967,999,cifar10,92.06,91.85
4350,888,cifar10,91.61,91.13
3223,999,cifar10,63.46,10.00
4091,777,cifar10,87.11,21.42
3817,888,cifar10,92.14,90.84
3701,888,cifar10,91.30,90.41
4215,888,cifar10,90.80,85.92
4654,999,cifar10,88.18,83.93
4583,777,cifar10,92.72,92.46
4049,999,cifar10,92.04,91.28
3176,999,cifar10,85.41,83.10
3268,999,cifar10,86.01,82.24
3884,777,cifar10,91.65,90.63
2945,777,cifar10,90.93,89.51
3523,777,cifar10,86.63,50.68
3544,777,cifar10,86.29,76.84
4410,777,cifar10,86.60,65.71
4124,888,cifar10,91.35,91.02
3913,999,cifar10,93.11,92.78
3564,888,cifar10,75.40,66.08
4319,777,cifar10,76.23,60.63
4503,888,cifar10,89.76,77.69
3189,777,cifar10,89.09,75.51
4642,777,cifar10,91.39,90.77
3991,888,cifar10,91.36,89.50
4751,777,cifar10,89.29,88.12
4846,777,cifar10,92.54,92.24
4890,777,cifar10,86.88,84.00
4295,888,cifar10,88.71,14.65
4630,777,cifar10,91.90,90.81
3212,888,cifar10,86.45,20.73
4868,777,cifar10,88.95,87.86
4528,777,cifar10,88.59,16.28
4686,888,cifar10,86.62,86.47
3278,888,cifar10,88.54,86.42
4616,777,cifar10,89.19,83.87
4002,888,cifar10,92.18,92.14
4136,888,cifar10,92.41,92.10
3756,888,cifar10,90.44,89.27
4761,777,cifar10,92.89,92.83
4858,999,cifar10,91.64,89.86
3554,999,cifar10,88.85,64.66
4194,777,cifar10,92.28,30.63
3733,777,cifar10,92.70,91.76
4372,777,cifar10,91.92,90.48
4305,777,cifar10,90.98,89.05
4665,777,cifar10,88.97,85.09
4284,777,cifar10,91.81,74.87
4273,888,cifar10,85.52,81.06
4422,999,cifar10,93.16,93.21
4328,888,cifar10,88.59,87.92
4038,777,cifar10,89.95,89.75
4493,999,cifar10,75.56,63.00
3851,888,cifar10,92.26,90.82
3840,888,cifar10,10.00,10.00
4676,777,cifar10,88.87,85.65
3904,777,cifar10,91.35,67.36
3861,777,cifar10,90.47,85.26
3608,999,cifar10,89.11,88.98
4880,777,cifar10,91.95,91.27
3976,777,cifar10,90.54,66.31
4726,777,cifar10,91.33,89.48
4472,888,cifar10,92.16,91.86
4821,777,cifar10,92.08,91.88
4250,777,cifar10,88.83,86.72
4433,999,cifar10,92.49,92.39
4810,888,cifar10,90.36,89.05
4482,888,cifar10,88.82,84.88
4397,777,cifar10,92.19,91.95
4550,888,cifar10,92.68,92.45
3167,999,cifar10,92.91,57.43
3246,999,cifar10,89.59,87.71
3575,999,cifar10,93.16,92.86
4738,777,cifar10,91.77,91.70
3596,777,cifar10,88.31,10.00
3957,777,cifar10,88.56,84.32
3534,777,cifar10,86.45,77.75
4081,777,cifar10,86.08,73.60
3585,777,cifar10,81.05,61.35
4385,777,cifar10,93.97,93.72
3223,777,cifar10,63.50,16.63
4914,777,cifar10,68.68,37.01
4205,777,cifar10,70.54,22.03
4069,888,cifar10,92.76,92.55
4172,777,cifar10,88.80,10.01
4786,777,cifar10,91.93,91.77
3144,777,cifar10,80.34,57.96
4540,777,cifar10,89.31,86.41
4263,777,cifar10,91.10,90.99
4515,777,cifar10,91.86,91.51
4160,777,cifar10,92.08,92.16
4148,777,cifar10,91.16,90.44
3934,999,cifar10,92.85,92.63
3631,999,cifar10,92.20,91.95
3268,777,cifar10,86.12,79.87
4462,888,cifar10,90.99,90.75
4604,888,cifar10,93.65,15.42
4593,777,cifar10,92.03,91.86
4835,777,cifar10,92.14,91.97
4706,888,cifar10,82.25,35.57
3644,999,cifar10,88.75,11.61
4058,888,cifar10,88.89,13.34
3925,999,cifar10,86.65,84.63
4447,999,cifar10,90.93,89.25
4362,999,cifar10,88.75,11.61
4773,777,cifar10,91.31,89.77
4696,777,cifar10,92.57,92.34
3656,888,cifar10,88.24,78.59
4338,777,cifar10,90.78,88.35
3233,999,cifar10,91.99,91.80
3618,999,cifar10,92.80,92.58
4902,777,cifar10,93.70,93.41
4410,888,cifar10,86.24,41.94
4572,888,cifar10,92.69,92.49
3200,888,cifar10,91.65,91.03
4935,999,cifar10,87.97,10.00
4716,888,cifar10,88.86,85.46
4890,888,cifar10,86.53,83.10
3213,999,cifar10,10.00,10.00
4319,888,cifar10,75.45,62.69
3131,888,cifar10,92.18,91.70
4237,888,cifar10,94.14,93.95
3513,777,cifar10,86.59,27.03
4216,777,cifar10,90.06,88.88
3947,999,cifar10,92.24,91.57
3829,888,cifar10,92.15,91.84
3256,888,cifar10,93.39,78.31
4925,777,cifar10,89.18,88.52
4014,999,cifar10,76.12,64.33
3176,777,cifar10,84.97,82.30
4226,888,cifar10,90.72,25.45
4946,777,cifar10,93.84,93.70
3884,888,cifar10,92.11,91.82
4528,888,cifar10,88.85,9.84
4654,777,cifar10,88.12,81.32
4868,888,cifar10,88.27,83.92
4504,777,cifar10,75.47,29.42
4561,888,cifar10,88.52,88.34
4493,777,cifar10,75.66,61.43
4846,888,cifar10,92.66,92.33
3993,999,cifar10,92.64,11.10
3153,777,cifar10,90.02,88.93
4296,999,cifar10,88.94,88.47
4091,888,cifar10,86.79,11.82
3544,888,cifar10,85.49,40.86
3779,777,cifar10,92.44,91.97
4800,888,cifar10,93.41,93.39
4049,777,cifar10,92.56,92.27
4687,999,cifar10,92.12,91.92
3523,888,cifar10,86.42,53.94
4126,777,cifar10,88.80,9.98
4751,888,cifar10,89.15,88.54
4038,888,cifar10,90.01,89.72
2945,888,cifar10,91.11,89.44
3189,888,cifar10,89.04,80.19
4676,888,cifar10,88.82,85.51
3223,888,cifar10,62.73,12.08
4821,888,cifar10,91.77,91.70
4003,999,cifar10,93.02,92.85
4184,888,cifar10,93.37,93.32
3967,777,cifar10,91.49,91.41
4858,777,cifar10,91.67,90.49
3913,777,cifar10,92.87,92.66
4583,888,cifar10,92.72,92.05
3279,999,cifar10,90.12,73.24
3608,777,cifar10,89.12,88.96
4642,888,cifar10,91.27,90.73
4968,777,cifar10,89.76,88.73
3534,888,cifar10,86.99,82.16
4761,888,cifar10,92.94,92.67
4665,888,cifar10,88.80,85.73
3268,888,cifar10,86.05,58.74
3565,999,cifar10,90.12,82.66
4616,888,cifar10,89.47,81.97
4473,999,cifar10,91.94,92.05
4274,999,cifar10,91.68,91.68
4630,888,cifar10,92.35,91.19
4330,999,cifar10,92.27,92.24
4351,999,cifar10,92.97,77.34
4194,888,cifar10,91.98,18.57
4483,777,cifar10,92.30,92.39
4172,888,cifar10,89.27,8.17
4070,999,cifar10,89.59,89.05
3144,888,cifar10,80.63,47.95
4372,888,cifar10,92.14,91.23
4957,777,cifar10,92.46,92.14
3596,888,cifar10,88.41,10.00
4880,888,cifar10,92.64,92.13
4914,888,cifar10,67.14,31.20
3904,888,cifar10,91.71,59.04
4137,999,cifar10,92.29,91.62
3861,888,cifar10,89.99,84.31
4305,888,cifar10,91.08,89.60
4250,888,cifar10,88.77,86.74
3554,777,cifar10,88.63,71.60
4205,888,cifar10,69.29,16.59
4551,777,cifar10,79.36,56.55
4284,888,cifar10,91.85,76.32
3976,888,cifar10,89.81,81.90
4397,888,cifar10,91.92,90.94
3246,777,cifar10,90.00,87.33
4981,777,cifar10,84.28,79.17
3644,777,cifar10,88.59,23.54
4835,888,cifar10,91.97,91.64
4811,777,cifar10,89.53,89.07
3733,888,cifar10,92.12,90.84
4433,777,cifar10,92.85,92.61
4786,888,cifar10,92.43,92.27
4081,888,cifar10,85.46,76.29
4540,888,cifar10,88.75,86.21
4362,777,cifar10,88.59,23.54
3585,888,cifar10,81.91,66.21
4422,777,cifar10,93.31,93.17
3213,777,cifar10,10.00,10.00
3657,777,cifar10,87.86,81.61
4891,999,cifar10,10.00,10.00
4726,888,cifar10,91.98,90.54
3201,999,cifar10,80.99,53.68
3957,888,cifar10,89.00,86.72
4593,888,cifar10,91.92,91.73
4227,999,cifar10,89.70,89.26
4385,888,cifar10,93.52,93.39
4993,777,cifar10,88.82,85.77
3934,777,cifar10,93.43,93.28
4059,777,cifar10,76.61,68.52
4738,888,cifar10,92.06,91.79
4935,777,cifar10,87.72,10.01
4263,888,cifar10,91.06,90.34
3167,777,cifar10,92.34,33.79
3631,777,cifar10,91.81,91.66
4493,888,cifar10,75.37,61.75
3925,777,cifar10,86.63,80.61
4160,888,cifar10,92.03,91.98
4605,777,cifar10,91.28,89.41
4515,888,cifar10,91.37,90.93
4773,888,cifar10,91.63,89.87
4447,777,cifar10,90.69,88.90
3132,999,cifar10,92.54,92.37
3545,999,cifar10,55.65,10.00
4216,888,cifar10,89.60,87.94
4148,888,cifar10,91.45,90.14
3233,777,cifar10,92.36,92.12
4823,777,cifar10,65.47,24.13
4320,999,cifar10,89.82,84.84
3176,888,cifar10,84.79,81.91
4573,777,cifar10,91.22,21.20
4338,888,cifar10,91.14,89.35
3513,888,cifar10,86.77,83.42
4529,777,cifar10,90.92,89.07
4504,888,cifar10,76.09,25.36
3947,777,cifar10,92.07,91.54
4946,888,cifar10,93.69,93.56
4762,999,cifar10,86.65,81.16
4411,999,cifar10,90.37,38.86
3575,777,cifar10,92.87,92.69
3993,777,cifar10,91.77,18.79
4296,777,cifar10,88.95,88.06
4654,888,cifar10,87.85,82.09
4014,777,cifar10,76.34,63.47
4687,777,cifar10,91.91,91.82
4717,999,cifar10,92.42,92.02
3257,999,cifar10,88.64,12.36
4643,777,cifar10,68.68,37.01
4707,999,cifar10,93.17,92.82
4847,777,cifar10,92.77,92.41
4902,888,cifar10,93.80,93.54
4463,777,cifar10,91.95,91.46
4925,888,cifar10,88.87,88.71
5003,999,cifar10,92.31,91.08
3608,888,cifar10,88.65,87.93
5056,777,cifar10,88.87,85.65
3618,777,cifar10,92.48,91.37
4126,888,cifar10,88.88,9.91
