,Unnamed: 0,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,dataset,espdl_size_bytes,torch_size_bytes,accuracy_fp32,accuracy_esp,idx,seed
18140,18140,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,287072,1036239,86.67,17.98,10469,888
18141,18141,nor_conv_1x1,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,522624,2094118,91.41,90.56,9469,777
18142,18142,skip_connect,nor_conv_3x3,none,skip_connect,none,nor_conv_3x3,cifar10,716960,2688125,93.46,93.32,9817,888
18143,18143,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,avg_pool_3x3,cifar10,279056,1209198,88.76,10.59,9889,777
18144,18144,nor_conv_1x1,skip_connect,skip_connect,skip_connect,none,skip_connect,cifar10,222992,730493,87.62,87.11,9682,777
18145,18145,nor_conv_1x1,none,none,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,cifar10,319136,1222837,90.0,42.36,9552,777
18146,18146,skip_connect,nor_conv_1x1,none,avg_pool_3x3,avg_pool_3x3,skip_connect,cifar10,234000,779501,86.6,65.71,9577,777
18147,18147,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,none,none,cifar10,710944,2712757,86.71,86.67,9922,777
18148,18148,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,cifar10,708112,2931117,92.16,91.61,10267,888
18149,18149,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,none,cifar10,292240,1017133,80.3,74.05,9901,777
18150,18150,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,247232,1003366,86.33,60.13,8978,777
18151,18151,none,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,none,cifar10,188128,581224,75.78,61.22,10555,888
18152,18152,none,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,none,cifar10,242432,793133,75.97,62.62,9981,777
18153,18153,none,skip_connect,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,skip_connect,cifar10,731312,2913567,92.01,36.46,10109,777
18154,18154,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,none,cifar10,750224,2936501,93.34,93.18,9782,777
18155,18155,none,avg_pool_3x3,none,none,nor_conv_1x1,none,cifar10,233120,775377,10.0,10.0,10576,777
18156,18156,skip_connect,nor_conv_1x1,none,nor_conv_1x1,none,avg_pool_3x3,cifar10,294704,992501,90.04,89.21,9956,777
18157,18157,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,none,skip_connect,cifar10,478368,1846005,91.62,91.42,9352,888
18158,18158,none,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,none,none,cifar10,545840,2064957,91.53,91.47,9541,888
18159,18159,skip_connect,none,nor_conv_1x1,avg_pool_3x3,none,nor_conv_3x3,cifar10,510736,1852661,91.04,89.35,9292,888
18160,18160,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,cifar10,1266608,5319885,93.79,93.44,10436,888
18161,18161,nor_conv_1x1,none,none,none,skip_connect,nor_conv_3x3,cifar10,505104,1835789,89.05,13.76,10257,777
18162,18162,nor_conv_3x3,nor_conv_1x1,none,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,832320,3371965,93.16,93.09,9495,777
18163,18163,skip_connect,none,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,265072,985845,88.66,84.93,9634,999
18164,18164,none,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,cifar10,708784,2731769,91.11,58.72,10392,888
18165,18165,avg_pool_3x3,skip_connect,none,none,avg_pool_3x3,nor_conv_1x1,cifar10,245168,787367,88.33,78.42,10006,888
18166,18166,none,skip_connect,nor_conv_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,730064,2712821,91.71,17.53,9623,888
18167,18167,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,cifar10,729936,2954534,92.22,91.79,9830,888
18168,18168,none,none,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,cifar10,504112,1860387,10.0,10.0,10211,777
18169,18169,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,237776,829971,79.91,42.31,10490,888
18170,18170,none,skip_connect,skip_connect,skip_connect,avg_pool_3x3,nor_conv_3x3,cifar10,450064,1615605,91.47,91.43,9220,888
18171,18171,none,skip_connect,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,cifar10,512224,1853475,89.03,10.48,10176,777
18172,18172,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,453440,1690131,81.77,42.17,10566,777
18173,18173,avg_pool_3x3,none,avg_pool_3x3,none,nor_conv_1x1,none,cifar10,250160,793261,81.27,75.66,9646,888
18174,18174,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,cifar10,446944,1639917,80.23,54.22,9944,999
18175,18175,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,949472,3839198,90.77,85.13,9564,888
18176,18176,none,none,skip_connect,nor_conv_1x1,avg_pool_3x3,skip_connect,cifar10,229840,762101,89.12,88.96,9614,777
18177,18177,skip_connect,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,cifar10,485408,1871545,89.31,86.83,10232,777
18178,18178,skip_connect,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,cifar10,953296,3779069,91.46,91.63,9727,777
18179,18179,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,skip_connect,none,cifar10,451456,1646829,91.21,88.34,9862,888
18180,18180,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,cifar10,765104,3160174,92.81,92.58,9442,888
18181,18181,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,skip_connect,none,cifar10,190992,549482,73.9,20.08,9671,999
18182,18182,skip_connect,skip_connect,avg_pool_3x3,none,none,none,cifar10,162416,538290,10.0,10.0,9852,777
18183,18183,nor_conv_3x3,none,skip_connect,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,491008,1871865,91.54,90.7,10164,777
18184,18184,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,none,nor_conv_3x3,cifar10,507200,1878265,91.04,89.32,10076,777
18185,18185,nor_conv_3x3,nor_conv_3x3,none,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,cifar10,953632,3821293,92.26,91.85,9876,888
18186,18186,skip_connect,nor_conv_3x3,none,none,none,nor_conv_3x3,cifar10,723776,2695949,91.13,91.07,10242,999
18187,18187,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,cifar10,675104,2724785,86.67,79.97,10221,777
18188,18188,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,none,cifar10,1033600,4235587,92.69,92.49,10186,777
18189,18189,none,none,none,skip_connect,avg_pool_3x3,avg_pool_3x3,cifar10,168432,563218,86.15,85.75,10403,888
18190,18190,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,none,nor_conv_1x1,cifar10,547440,2078069,92.37,91.74,10199,777
